


Date,Time,Session Title,Count,Speed,Unit,Pitch View,Pitch Zone,Pitch Type,Player Name,Sport,Activity,Video
8/2/2025,6:59:29 PM,,254,28,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:59:41 PM,,255,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:59:41 PM,,256,32,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:00:03 PM,,257,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:00:34 PM,,258,27,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:00:47 PM,,259,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:01:16 PM,,260,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:01:36 PM,,261,35,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:01:46 PM,,262,35,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:01:52 PM,,263,27,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:02:29 PM,,264,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:02:37 PM,,265,33,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:03:30 PM,,266,52,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:04:15 PM,,267,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:04:16 PM,,268,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:04:54 PM,,269,34,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:05:09 PM,,270,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:05:30 PM,,271,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:05:33 PM,,272,30,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:05:41 PM,,273,37,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:07:43 PM,,274,36,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:07:49 PM,,275,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,7:08:27 PM,,276,26,MPH,,,,Temp Temp,Football,In-game speed,NO
